,record_id,supplier_id,supplier_name,item_id,item_description,purcahse_order_id,order_date,promised_delivery_date,actual_delivery_date,promised_lead_time_days,actual_lead_time_days,lead_time_variance_days,quantity_ordered,quantity_received,on_time_delivery,lead_reason,order_status,buyer_id,buyer_name
259,REC-000260,SUP-004,BlueRiver Plastics,ITM-0008,Roller Bearing NU205,PO-100259,2026-01-19,2026-02-14,2026-02-11,26,23,-3,122,122,true,On time,delivered,BUY-06,Diego Alvarez
260,REC-000261,SUP-007,Orion Packaging,ITM-0013,Resistor Kit 1/4W,PO-100260,2024-06-04,2024-06-13,,9,,,1785,0,,cancelled,cancelled,BUY-12,Liam Murphy
261,REC-000262,SUP-009,Pioneer Bearings,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100261,2025-05-27,2025-07-08,2025-07-05,42,39,-3,54,54,true,On time,delivered,BUY-01,Aisha Khan
262,REC-000263,SUP-026,Zenith Motors,ITM-0018,Welding Rod 3.2mm 5kg,PO-100262,2024-03-04,2024-03-24,,20,,,1257,0,,cancelled,cancelled,BUY-09,Mei Chen
263,REC-000264,SUP-027,Apex Gaskets,ITM-0008,Roller Bearing NU205,PO-100263,2026-03-07,2026-04-05,2026-04-03,29,27,-2,1367,1367,true,On time,delivered,BUY-07,Sara Lindqvist
264,REC-000265,SUP-005,Vanguard Fasteners,ITM-0024,Hinge Stainless 100mm,PO-100264,2026-04-19,2026-06-02,2026-05-23,44,34,-10,1124,1124,true,On time,delivered,BUY-03,Lena Schmidt
265,REC-000266,SUP-010,Granite Tooling,ITM-0002,M10 Flange Nut Zinc,PO-100265,2024-11-06,2024-11-15,2024-11-13,9,7,-2,724,724,true,On time,delivered,BUY-09,Mei Chen
266,REC-000267,SUP-001,Atlas Components Ltd,ITM-0032,V-Belt A-Section,PO-100266,2025-12-15,2026-01-10,2026-01-15,26,31,5,101,101,false,supplier capacity shortage,delivered,BUY-08,John O'Brien
267,REC-000268,SUP-006,Summit Electronics,ITM-0035,Stainless Tube 25mm 6m,PO-100267,2024-05-23,2024-06-06,2024-06-06,14,14,0,834,765,true,On time,partially delivered,BUY-01,Aisha Khan
268,REC-000269,SUP-019,Quartz Glassworks,ITM-0022,Hard Hat White,PO-100268,2025-04-01,2025-04-06,,5,,,1905,0,,cancelled,cancelled,BUY-12,Liam Murphy
269,REC-000270,SUP-027,Apex Gaskets,ITM-0029,Motor 0.75kW 3ph,PO-100269,2024-07-23,2024-09-05,2024-09-06,44,45,1,1942,1699,false,supplier capacity shortage,partially delivered,BUY-10,Omar Haddad
270,REC-000271,SUP-019,Quartz Glassworks,ITM-0025,Caster Wheel 100mm,PO-100270,2025-01-02,2025-01-26,2025-02-02,24,31,7,1009,822,false,raw material shortage,partially delivered,BUY-12,Liam Murphy
271,REC-000272,SUP-006,Summit Electronics,ITM-0021,Safety Gloves Nitrile L,PO-100271,2025-04-24,2025-05-18,2025-05-22,24,28,4,631,631,false,incorrect documentation,delivered,BUY-11,Nina Petrova
272,REC-000273,SUP-006,Summit Electronics,ITM-0009,PVC Pipe 50mm 3m,PO-100272,2025-02-12,2025-03-18,2025-03-20,34,36,2,1047,1047,false,quality hold/inspection,delivered,BUY-05,Priya Nair
273,REC-000274,SUP-006,Summit Electronics,ITM-0032,V-Belt A-Section,PO-100273,2025-02-24,2025-03-10,2025-03-12,14,16,2,1855,1694,false,transport/carrier delay,partially delivered,BUY-11,Nina Petrova
274,REC-000275,SUP-003,Nordic Steel Works,ITM-0027,Solenoid Valve 24V,PO-100274,2024-10-26,2024-12-05,2024-12-05,40,40,0,836,836,true,On time,delivered,BUY-09,Mei Chen
275,REC-000276,SUP-015,Lumen Optics,ITM-0034,Coolant Concentrate 20L,PO-100275,2025-04-03,2025-05-07,2025-05-01,34,28,-6,80,80,true,On time,delivered,BUY-01,Aisha Khan
276,REC-000277,SUP-014,Ironclad Metals,ITM-0036,Brass Fitting 1/2in,PO-100276,2025-03-07,2025-04-09,2025-04-11,33,35,2,549,325,false,raw material shortage,partially delivered,BUY-05,Priya Nair
277,REC-000278,SUP-014,Ironclad Metals,ITM-0009,PVC Pipe 50mm 3m,PO-100277,2025-04-22,2025-05-15,2025-05-20,23,28,5,1049,794,false,customs/clearance delay,partially delivered,BUY-02,Marco Rossi
278,REC-000279,SUP-012,Falcon Aerospace Parts,ITM-0027,Solenoid Valve 24V,PO-100278,2024-04-05,2024-05-11,2024-05-16,36,41,5,910,910,false,raw material shortage,delivered,BUY-04,Tom Becker
279,REC-000280,SUP-001,Atlas Components Ltd,ITM-0034,Coolant Concentrate 20L,PO-100279,2024-05-07,2024-06-02,2024-05-31,26,24,-2,53,53,true,On time,delivered,BUY-05,Priya Nair
280,REC-000281,SUP-023,Umbra Coatings,ITM-0004,Mild Steel Plate 5mm,PO-100280,2024-10-12,2024-11-18,2024-11-25,37,44,7,54,54,false,production backlog,delivered,BUY-02,Marco Rossi
281,REC-000282,SUP-024,Vertex Adhesives,ITM-0026,Pressure Gauge 0-10bar,PO-100281,2026-03-29,2026-04-14,2026-04-27,16,29,13,1477,1477,false,supplier capacity shortage,delivered,BUY-07,Sara Lindqvist
282,REC-000283,SUP-024,Vertex Adhesives,ITM-0004,Mild Steel Plate 5mm,PO-100282,2024-03-09,2024-04-23,2024-04-26,45,48,3,910,910,false,raw material shortage,delivered,BUY-05,Priya Nair
283,REC-000284,SUP-030,Delta Pneumatics,ITM-0019,Lubricant Grease 5kg,PO-100283,2024-04-25,2024-04-30,,5,,,1580,0,,pending delivery,in transit,BUY-04,Tom Becker
284,REC-000285,SUP-016,Maple Composites,ITM-0017,Cutting Disc 125mm,PO-100284,2026-03-30,2026-04-04,2026-04-02,5,3,-2,1975,1975,true,On time,delivered,BUY-07,Sara Lindqvist
285,REC-000286,SUP-030,Delta Pneumatics,ITM-0018,Welding Rod 3.2mm 5kg,PO-100285,2024-09-03,2024-09-13,2024-09-09,10,6,-4,1727,1727,true,On time,delivered,BUY-02,Marco Rossi
286,REC-000287,SUP-012,Falcon Aerospace Parts,ITM-0013,Resistor Kit 1/4W,PO-100286,2024-01-28,2024-02-10,2024-02-14,13,17,4,1131,1131,false,raw material shortage,delivered,BUY-09,Mei Chen
287,REC-000288,SUP-012,Falcon Aerospace Parts,ITM-0021,Safety Gloves Nitrile L,PO-100287,2024-09-24,2024-10-13,2024-10-20,19,26,7,1437,1437,false,supplier capacity shortage,delivered,BUY-04,Tom Becker
288,REC-000289,SUP-018,Pinnacle Hydraulics,ITM-0009,PVC Pipe 50mm 3m,PO-100288,2026-03-03,2026-03-09,2026-03-04,6,1,-5,1485,1485,true,On time,delivered,BUY-04,Tom Becker
289,REC-000290,SUP-002,Meridian Logistics,ITM-0030,Gear Reducer 1:20,PO-100289,2024-04-25,2024-05-14,2024-05-17,19,22,3,1814,1814,false,incorrect documentation,delivered,BUY-09,Mei Chen
290,REC-000291,SUP-021,Sterling Valves,ITM-0020,Epoxy Adhesive 1kg,PO-100290,2024-04-08,2024-04-27,2024-04-30,19,22,3,1043,1043,false,customs/clearance delay,delivered,BUY-12,Liam Murphy
291,REC-000292,SUP-001,Atlas Components Ltd,ITM-0038,Insulation Foam Sheet,PO-100291,2024-08-21,2024-09-19,2024-09-20,29,30,1,1891,1891,false,supplier capacity shortage,delivered,BUY-01,Aisha Khan
292,REC-000293,SUP-011,Evergreen Textiles,ITM-0011,PCB Connector 40-pin,PO-100292,2025-01-03,2025-01-15,2025-01-14,12,11,-1,776,776,true,On time,delivered,BUY-04,Tom Becker
293,REC-000294,SUP-019,Quartz Glassworks,ITM-0010,Copper Wire 2.5mm 100m,PO-100293,2025-06-12,2025-06-25,2025-06-28,13,16,3,1982,1982,false,incorrect documentation,delivered,BUY-01,Aisha Khan
294,REC-000295,SUP-010,Granite Tooling,ITM-0031,Timing Belt HTD-5M,PO-100294,2025-11-04,2025-11-11,2025-11-13,7,9,2,963,963,false,incorrect documentation,delivered,BUY-01,Aisha Khan
295,REC-000296,SUP-023,Umbra Coatings,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100295,2026-03-27,2026-05-09,2026-05-04,43,38,-5,1989,1547,true,On time,partially delivered,BUY-04,Tom Becker
296,REC-000297,SUP-005,Vanguard Fasteners,ITM-0027,Solenoid Valve 24V,PO-100296,2025-12-08,2026-01-13,2026-01-08,36,31,-5,1209,710,true,On time,partially delivered,BUY-01,Aisha Khan
297,REC-000298,SUP-030,Delta Pneumatics,ITM-0035,Stainless Tube 25mm 6m,PO-100297,2025-02-11,2025-02-17,2025-02-20,6,9,3,538,538,false,raw material shortage,delivered,BUY-05,Priya Nair
298,REC-000299,SUP-009,Pioneer Bearings,ITM-0036,Brass Fitting 1/2in,PO-100298,2025-01-10,2025-02-21,2025-02-19,42,40,-2,1484,1484,true,On time,delivered,BUY-11,Nina Petrova
299,REC-000300,SUP-016,Maple Composites,ITM-0007,Ball Bearing 6204-2RS,PO-100299,2024-11-06,2024-12-12,2024-12-07,36,31,-5,1107,1074,true,On time,partially delivered,BUY-01,Aisha Khan
300,REC-000301,SUP-013,Harbor Industrial Supply,ITM-0039,Cable Tie 200mm 100pk,PO-100300,2026-01-08,2026-02-05,2026-02-05,28,28,0,1854,1854,true,On time,delivered,BUY-06,Diego Alvarez
301,REC-000302,SUP-016,Maple Composites,ITM-0011,PCB Connector 40-pin,PO-100301,2026-03-29,2026-04-09,2026-04-21,11,23,12,713,533,false,weather disruption,partially delivered,BUY-04,Tom Becker
302,REC-000303,SUP-006,Summit Electronics,ITM-0001,M8 Hex Bolt Stainless A2,PO-100302,2024-09-16,2024-09-23,2024-09-27,7,11,4,524,481,false,customs/clearance delay,partially delivered,BUY-10,Omar Haddad
303,REC-000304,SUP-027,Apex Gaskets,ITM-0008,Roller Bearing NU205,PO-100303,2024-10-11,2024-10-26,2024-10-23,15,12,-3,673,673,true,On time,delivered,BUY-04,Tom Becker
304,REC-000305,SUP-022,Titan Castings,ITM-0040,Label Roll Thermal,PO-100304,2025-02-05,2025-03-13,2025-03-14,36,37,1,522,264,false,transport/carrier delay,partially delivered,BUY-09,Mei Chen
305,REC-000306,SUP-018,Pinnacle Hydraulics,ITM-0027,Solenoid Valve 24V,PO-100305,2024-10-14,2024-11-26,2024-11-21,43,38,-5,717,717,true,On time,delivered,BUY-12,Liam Murphy
306,REC-000307,SUP-017,Nexus Semiconductors,ITM-0035,Stainless Tube 25mm 6m,PO-100306,2025-06-23,2025-07-08,,15,,,143,0,,cancelled,cancelled,BUY-11,Nina Petrova
307,REC-000308,SUP-004,BlueRiver Plastics,ITM-0005,Hydraulic Hose 1in 10m,PO-100307,2025-01-27,2025-02-14,2025-02-16,18,20,2,197,197,false,transport/carrier delay,delivered,BUY-08,John O'Brien
308,REC-000309,SUP-005,Vanguard Fasteners,ITM-0013,Resistor Kit 1/4W,PO-100308,2024-11-20,2025-01-02,,43,,,940,0,,cancelled,cancelled,BUY-11,Nina Petrova
309,REC-000310,SUP-009,Pioneer Bearings,ITM-0015,Gasket Set EPDM,PO-100309,2024-08-12,2024-09-08,2024-09-05,27,24,-3,384,384,true,On time,delivered,BUY-06,Diego Alvarez
310,REC-000311,SUP-006,Summit Electronics,ITM-0014,LED Module 12V White,PO-100310,2025-04-15,2025-05-18,2025-05-21,33,36,3,43,43,false,transport/carrier delay,delivered,BUY-03,Lena Schmidt
311,REC-000312,SUP-004,BlueRiver Plastics,ITM-0037,Rubber Mat 1x1m,PO-100311,2025-09-18,2025-10-25,2025-10-29,37,41,4,864,864,false,supplier capacity shortage,delivered,BUY-11,Nina Petrova
312,REC-000313,SUP-003,Nordic Steel Works,ITM-0023,Steel Bracket L-Type,PO-100312,2024-04-21,2024-04-27,2024-04-30,6,9,3,69,69,false,weather disruption,delivered,BUY-06,Diego Alvarez
313,REC-000314,SUP-028,Borealis Polymers,ITM-0018,Welding Rod 3.2mm 5kg,PO-100313,2025-04-07,2025-05-12,,35,,,1740,0,,cancelled,cancelled,BUY-08,John O'Brien
314,REC-000315,SUP-003,Nordic Steel Works,ITM-0029,Motor 0.75kW 3ph,PO-100314,2025-10-23,2025-11-05,2025-11-14,13,22,9,1300,1300,false,quality hold/inspection,delivered,BUY-07,Sara Lindqvist
315,REC-000316,SUP-022,Titan Castings,ITM-0009,PVC Pipe 50mm 3m,PO-100315,2024-03-23,2024-04-25,2024-04-24,33,32,-1,1426,1374,true,On time,partially delivered,BUY-04,Tom Becker
316,REC-000317,SUP-023,Umbra Coatings,ITM-0025,Caster Wheel 100mm,PO-100316,2024-09-28,2024-10-11,2024-10-17,13,19,6,1391,629,false,supplier capacity shortage,partially delivered,BUY-08,John O'Brien
317,REC-000318,SUP-029,Cobalt Connectors,ITM-0040,Label Roll Thermal,PO-100317,2024-07-04,2024-08-16,2024-08-13,43,40,-3,949,949,true,On time,delivered,BUY-09,Mei Chen
318,REC-000319,SUP-024,Vertex Adhesives,ITM-0023,Steel Bracket L-Type,PO-100318,2025-07-11,2025-08-02,2025-08-10,22,30,8,1798,1154,false,supplier capacity shortage,partially delivered,BUY-07,Sara Lindqvist
319,REC-000320,SUP-006,Summit Electronics,ITM-0015,Gasket Set EPDM,PO-100319,2024-09-10,2024-09-21,2024-09-26,11,16,5,211,211,false,production backlog,delivered,BUY-10,Omar Haddad
320,REC-000321,SUP-029,Cobalt Connectors,ITM-0002,M10 Flange Nut Zinc,PO-100320,2024-09-15,2024-10-06,2024-10-05,21,20,-1,533,533,true,On time,delivered,BUY-01,Aisha Khan
321,REC-000322,SUP-004,BlueRiver Plastics,ITM-0017,Cutting Disc 125mm,PO-100321,2024-05-16,2024-06-10,2024-06-15,25,30,5,760,760,false,supplier capacity shortage,delivered,BUY-07,Sara Lindqvist
322,REC-000323,SUP-021,Sterling Valves,ITM-0035,Stainless Tube 25mm 6m,PO-100322,2024-11-21,2024-12-30,2025-01-03,39,43,4,1310,1066,false,supplier capacity shortage,partially delivered,BUY-03,Lena Schmidt
323,REC-000324,SUP-029,Cobalt Connectors,ITM-0001,M8 Hex Bolt Stainless A2,PO-100323,2026-05-22,2026-06-25,2026-06-24,34,33,-1,1727,797,true,On time,partially delivered,BUY-04,Tom Becker
324,REC-000325,SUP-027,Apex Gaskets,ITM-0022,Hard Hat White,PO-100324,2025-02-18,2025-03-29,2025-03-19,39,29,-10,1101,1101,true,On time,delivered,BUY-01,Aisha Khan
325,REC-000326,SUP-001,Atlas Components Ltd,ITM-0036,Brass Fitting 1/2in,PO-100325,2025-05-19,2025-07-03,,45,,,1663,0,,cancelled,cancelled,BUY-07,Sara Lindqvist
326,REC-000327,SUP-009,Pioneer Bearings,ITM-0004,Mild Steel Plate 5mm,PO-100326,2026-03-20,2026-04-30,2026-04-28,41,39,-2,1374,1374,true,On time,delivered,BUY-06,Diego Alvarez
327,REC-000328,SUP-011,Evergreen Textiles,ITM-0011,PCB Connector 40-pin,PO-100327,2025-09-05,2025-09-28,2025-10-01,23,26,3,618,618,false,production backlog,delivered,BUY-07,Sara Lindqvist
328,REC-000329,SUP-027,Apex Gaskets,ITM-0025,Caster Wheel 100mm,PO-100328,2024-04-27,2024-05-25,2024-05-28,28,31,3,1935,1935,false,production backlog,delivered,BUY-03,Lena Schmidt
329,REC-000330,SUP-004,BlueRiver Plastics,ITM-0012,Capacitor 470uF 25V,PO-100329,2024-08-25,2024-09-30,2024-10-10,36,46,10,99,73,false,customs/clearance delay,partially delivered,BUY-01,Aisha Khan
330,REC-000331,SUP-023,Umbra Coatings,ITM-0015,Gasket Set EPDM,PO-100330,2024-01-10,2024-02-07,2024-02-15,28,36,8,402,402,false,incorrect documentation,delivered,BUY-11,Nina Petrova
331,REC-000332,SUP-012,Falcon Aerospace Parts,ITM-0025,Caster Wheel 100mm,PO-100331,2025-09-01,2025-09-30,2025-10-07,29,36,7,1509,1509,false,weather disruption,delivered,BUY-07,Sara Lindqvist
332,REC-000333,SUP-017,Nexus Semiconductors,ITM-0012,Capacitor 470uF 25V,PO-100332,2024-10-17,2024-11-26,2024-12-02,40,46,6,1083,1083,false,quality hold/inspection,delivered,BUY-09,Mei Chen
333,REC-000334,SUP-028,Borealis Polymers,ITM-0014,LED Module 12V White,PO-100333,2026-05-10,2026-05-19,,9,,,1060,0,,cancelled,cancelled,BUY-06,Diego Alvarez
334,REC-000335,SUP-026,Zenith Motors,ITM-0031,Timing Belt HTD-5M,PO-100334,2025-10-23,2025-11-02,,10,,,1533,0,,pending delivery,in transit,BUY-12,Liam Murphy
335,REC-000336,SUP-005,Vanguard Fasteners,ITM-0038,Insulation Foam Sheet,PO-100335,2024-02-18,2024-03-23,2024-03-22,34,33,-1,1387,1387,true,On time,delivered,BUY-11,Nina Petrova
336,REC-000337,SUP-027,Apex Gaskets,ITM-0036,Brass Fitting 1/2in,PO-100336,2026-03-23,2026-04-21,2026-04-19,29,27,-2,1398,1398,true,On time,delivered,BUY-09,Mei Chen
337,REC-000338,SUP-013,Harbor Industrial Supply,ITM-0027,Solenoid Valve 24V,PO-100337,2025-03-15,2025-04-20,2025-04-12,36,28,-8,329,329,true,On time,delivered,BUY-06,Diego Alvarez
338,REC-000339,SUP-026,Zenith Motors,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100338,2026-01-19,2026-01-26,2026-01-23,7,4,-3,1170,1170,true,On time,delivered,BUY-07,Sara Lindqvist
339,REC-000340,SUP-006,Summit Electronics,ITM-0012,Capacitor 470uF 25V,PO-100339,2025-11-16,2025-12-23,2025-12-25,37,39,2,211,211,false,weather disruption,delivered,BUY-08,John O'Brien
340,REC-000341,SUP-021,Sterling Valves,ITM-0004,Mild Steel Plate 5mm,PO-100340,2025-06-05,2025-06-26,2025-06-24,21,19,-2,39,39,true,On time,delivered,BUY-04,Tom Becker
341,REC-000342,SUP-023,Umbra Coatings,ITM-0014,LED Module 12V White,PO-100341,2025-01-28,2025-03-03,2025-02-23,34,26,-8,81,81,true,On time,delivered,BUY-04,Tom Becker
342,REC-000343,SUP-022,Titan Castings,ITM-0006,Pneumatic Fitting 1/4in,PO-100342,2024-06-19,2024-07-09,2024-07-11,20,22,2,1839,1839,false,incorrect documentation,delivered,BUY-10,Omar Haddad
343,REC-000344,SUP-007,Orion Packaging,ITM-0002,M10 Flange Nut Zinc,PO-100343,2026-01-06,2026-02-13,2026-02-15,38,40,2,1548,1167,false,incorrect documentation,partially delivered,BUY-05,Priya Nair
344,REC-000345,SUP-029,Cobalt Connectors,ITM-0017,Cutting Disc 125mm,PO-100344,2024-02-14,2024-02-26,2024-02-23,12,9,-3,1865,1865,true,On time,delivered,BUY-03,Lena Schmidt
345,REC-000346,SUP-027,Apex Gaskets,ITM-0033,Filter Cartridge 10in,PO-100345,2025-03-15,2025-04-16,2025-04-14,32,30,-2,1258,1258,true,On time,delivered,BUY-09,Mei Chen
346,REC-000347,SUP-021,Sterling Valves,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100346,2026-04-08,2026-05-07,2026-05-07,29,29,0,121,121,true,On time,delivered,BUY-11,Nina Petrova
347,REC-000348,SUP-016,Maple Composites,ITM-0005,Hydraulic Hose 1in 10m,PO-100347,2024-03-26,2024-04-10,,15,,,641,0,,pending delivery,in transit,BUY-11,Nina Petrova
348,REC-000349,SUP-026,Zenith Motors,ITM-0010,Copper Wire 2.5mm 100m,PO-100348,2025-04-28,2025-06-09,2025-06-03,42,36,-6,709,709,true,On time,delivered,BUY-01,Aisha Khan
349,REC-000350,SUP-005,Vanguard Fasteners,ITM-0037,Rubber Mat 1x1m,PO-100349,2024-05-13,2024-06-04,2024-06-02,22,20,-2,108,108,true,On time,delivered,BUY-04,Tom Becker
350,REC-000351,SUP-028,Borealis Polymers,ITM-0026,Pressure Gauge 0-10bar,PO-100350,2025-08-31,2025-09-26,2025-09-21,26,21,-5,80,80,true,On time,delivered,BUY-08,John O'Brien
351,REC-000352,SUP-029,Cobalt Connectors,ITM-0001,M8 Hex Bolt Stainless A2,PO-100351,2025-03-25,2025-05-02,2025-04-29,38,35,-3,10,10,true,On time,delivered,BUY-04,Tom Becker
352,REC-000353,SUP-014,Ironclad Metals,ITM-0016,O-Ring Kit Nitrile,PO-100352,2026-05-04,2026-05-10,2026-05-11,6,7,1,1235,1235,false,customs/clearance delay,delivered,BUY-11,Nina Petrova
353,REC-000354,SUP-004,BlueRiver Plastics,ITM-0031,Timing Belt HTD-5M,PO-100353,2025-04-28,2025-06-10,,43,,,1389,0,,cancelled,cancelled,BUY-08,John O'Brien
354,REC-000355,SUP-008,Crescent Chemicals,ITM-0011,PCB Connector 40-pin,PO-100354,2025-12-19,2026-01-12,2026-01-16,24,28,4,1239,1239,false,quality hold/inspection,delivered,BUY-04,Tom Becker
355,REC-000356,SUP-019,Quartz Glassworks,ITM-0016,O-Ring Kit Nitrile,PO-100355,2024-02-06,2024-03-01,2024-03-11,24,34,10,923,672,false,quality hold/inspection,partially delivered,BUY-04,Tom Becker
356,REC-000357,SUP-020,Redwood Timber Co,ITM-0020,Epoxy Adhesive 1kg,PO-100356,2024-05-19,2024-06-26,2024-06-28,38,40,2,1244,1244,false,raw material shortage,delivered,BUY-10,Omar Haddad
357,REC-000358,SUP-028,Borealis Polymers,ITM-0002,M10 Flange Nut Zinc,PO-100357,2026-01-06,2026-01-22,,16,,,1447,0,,cancelled,cancelled,BUY-05,Priya Nair
358,REC-000359,SUP-006,Summit Electronics,ITM-0018,Welding Rod 3.2mm 5kg,PO-100358,2024-10-21,2024-11-30,2024-12-03,40,43,3,408,408,false,transport/carrier delay,delivered,BUY-08,John O'Brien
359,REC-000360,SUP-024,Vertex Adhesives,ITM-0035,Stainless Tube 25mm 6m,PO-100359,2025-10-07,2025-10-17,,10,,,1828,0,,pending delivery,in transit,BUY-08,John O'Brien
360,REC-000361,SUP-012,Falcon Aerospace Parts,ITM-0038,Insulation Foam Sheet,PO-100360,2025-01-19,2025-03-03,2025-03-09,43,49,6,828,828,false,transport/carrier delay,delivered,BUY-05,Priya Nair
361,REC-000362,SUP-001,Atlas Components Ltd,ITM-0006,Pneumatic Fitting 1/4in,PO-100361,2025-06-25,2025-07-18,2025-07-12,23,17,-6,1576,1576,true,On time,delivered,BUY-02,Marco Rossi
362,REC-000363,SUP-020,Redwood Timber Co,ITM-0020,Epoxy Adhesive 1kg,PO-100362,2025-11-11,2025-11-28,2025-11-28,17,17,0,279,279,true,On time,delivered,BUY-07,Sara Lindqvist
363,REC-000364,SUP-015,Lumen Optics,ITM-0037,Rubber Mat 1x1m,PO-100363,2026-02-12,2026-03-03,2026-03-10,19,26,7,708,708,false,raw material shortage,delivered,BUY-11,Nina Petrova
364,REC-000365,SUP-022,Titan Castings,ITM-0014,LED Module 12V White,PO-100364,2025-08-12,2025-08-31,,19,,,490,0,,pending delivery,in transit,BUY-07,Sara Lindqvist
365,REC-000366,SUP-018,Pinnacle Hydraulics,ITM-0034,Coolant Concentrate 20L,PO-100365,2025-09-07,2025-10-18,2025-10-14,41,37,-4,1047,1047,true,On time,delivered,BUY-06,Diego Alvarez
366,REC-000367,SUP-008,Crescent Chemicals,ITM-0016,O-Ring Kit Nitrile,PO-100366,2025-12-28,2026-01-10,2026-01-16,13,19,6,1523,1523,false,production backlog,delivered,BUY-10,Omar Haddad
367,REC-000368,SUP-027,Apex Gaskets,ITM-0030,Gear Reducer 1:20,PO-100367,2025-12-04,2026-01-15,2026-01-17,42,44,2,348,348,false,production backlog,delivered,BUY-05,Priya Nair
368,REC-000369,SUP-012,Falcon Aerospace Parts,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100368,2024-07-02,2024-07-25,2024-08-04,23,33,10,795,447,false,customs/clearance delay,partially delivered,BUY-09,Mei Chen
369,REC-000370,SUP-026,Zenith Motors,ITM-0016,O-Ring Kit Nitrile,PO-100369,2024-12-13,2025-01-24,2025-01-27,42,45,3,374,374,false,transport/carrier delay,delivered,BUY-09,Mei Chen
370,REC-000371,SUP-023,Umbra Coatings,ITM-0016,O-Ring Kit Nitrile,PO-100370,2025-05-14,2025-06-07,2025-06-15,24,32,8,900,900,false,raw material shortage,delivered,BUY-07,Sara Lindqvist
371,REC-000372,SUP-016,Maple Composites,ITM-0019,Lubricant Grease 5kg,PO-100371,2025-12-21,2026-01-27,2026-02-02,37,43,6,141,141,false,customs/clearance delay,delivered,BUY-02,Marco Rossi
372,REC-000373,SUP-003,Nordic Steel Works,ITM-0027,Solenoid Valve 24V,PO-100372,2024-11-13,2024-11-29,2024-12-06,16,23,7,485,485,false,raw material shortage,delivered,BUY-07,Sara Lindqvist
373,REC-000374,SUP-029,Cobalt Connectors,ITM-0016,O-Ring Kit Nitrile,PO-100373,2026-02-10,2026-02-17,2026-02-17,7,7,0,997,997,true,On time,delivered,BUY-05,Priya Nair
374,REC-000375,SUP-027,Apex Gaskets,ITM-0016,O-Ring Kit Nitrile,PO-100374,2026-02-06,2026-03-21,2026-03-19,43,41,-2,1350,1350,true,On time,delivered,BUY-12,Liam Murphy
375,REC-000376,SUP-016,Maple Composites,ITM-0019,Lubricant Grease 5kg,PO-100375,2026-02-25,2026-03-22,2026-03-28,25,31,6,711,711,false,raw material shortage,delivered,BUY-01,Aisha Khan
376,REC-000377,SUP-010,Granite Tooling,ITM-0034,Coolant Concentrate 20L,PO-100376,2026-04-27,2026-05-07,2026-05-12,10,15,5,460,460,false,transport/carrier delay,delivered,BUY-03,Lena Schmidt
377,REC-000378,SUP-017,Nexus Semiconductors,ITM-0021,Safety Gloves Nitrile L,PO-100377,2025-12-12,2026-01-23,2026-01-20,42,39,-3,1339,1339,true,On time,delivered,BUY-07,Sara Lindqvist
378,REC-000379,SUP-013,Harbor Industrial Supply,ITM-0006,Pneumatic Fitting 1/4in,PO-100378,2024-12-12,2024-12-23,2024-12-23,11,11,0,1799,1799,true,On time,delivered,BUY-04,Tom Becker
379,REC-000380,SUP-001,Atlas Components Ltd,ITM-0011,PCB Connector 40-pin,PO-100379,2025-02-09,2025-03-10,2025-03-11,29,30,1,123,123,false,weather disruption,delivered,BUY-07,Sara Lindqvist
380,REC-000381,SUP-010,Granite Tooling,ITM-0022,Hard Hat White,PO-100380,2026-01-28,2026-02-09,2026-02-08,12,11,-1,727,727,true,On time,delivered,BUY-11,Nina Petrova
381,REC-000382,SUP-024,Vertex Adhesives,ITM-0040,Label Roll Thermal,PO-100381,2024-01-31,2024-02-06,2024-02-15,6,15,9,1451,1292,false,transport/carrier delay,partially delivered,BUY-06,Diego Alvarez
382,REC-000383,SUP-024,Vertex Adhesives,ITM-0035,Stainless Tube 25mm 6m,PO-100382,2025-09-07,2025-10-02,2025-10-07,25,30,5,1139,1139,false,weather disruption,delivered,BUY-11,Nina Petrova
383,REC-000384,SUP-018,Pinnacle Hydraulics,ITM-0002,M10 Flange Nut Zinc,PO-100383,2025-03-21,2025-03-28,2025-03-28,7,7,0,896,819,true,On time,partially delivered,BUY-04,Tom Becker
384,REC-000385,SUP-009,Pioneer Bearings,ITM-0009,PVC Pipe 50mm 3m,PO-100384,2024-07-12,2024-08-22,2024-08-21,41,40,-1,1511,1511,true,On time,delivered,BUY-10,Omar Haddad
385,REC-000386,SUP-004,BlueRiver Plastics,ITM-0022,Hard Hat White,PO-100385,2025-11-24,2025-12-04,2025-12-09,10,15,5,215,215,false,production backlog,delivered,BUY-04,Tom Becker
386,REC-000387,SUP-021,Sterling Valves,ITM-0028,Proximity Sensor M12,PO-100386,2025-04-20,2025-05-24,2025-05-24,34,34,0,913,748,true,On time,partially delivered,BUY-03,Lena Schmidt
387,REC-000388,SUP-012,Falcon Aerospace Parts,ITM-0040,Label Roll Thermal,PO-100387,2026-01-15,2026-02-22,2026-02-23,38,39,1,1060,1060,false,quality hold/inspection,delivered,BUY-03,Lena Schmidt
